country_code,country_name,year,gcf_const_2015_usd,gcf_curr_usd,gcf_pct_gdp,gdp_const_2015_usd,gdp_curr_usd,gdp_growth_annual_pct,gdp_pc_const_2015_usd,gdp_pc_curr_usd,gdp_pc_growth_annual_pct,gfcf_const_2015_usd,gfcf_curr_usd,gfcf_pct_gdp,population_total
CHN,China,2011,3675217078792.42,3549745173730.83,46.2703012824496,8441058131256.55,7671757207851.29,9.46205248298186,6275.71634288814,5703.76027973346,8.86552016620182,,3338395140046.5,43.515390928039,1345035000.0
CHN,China,2012,3956223800485.28,3974006124201.62,45.8169211701107,9104341297809.09,8673664713189.24,7.8578201481217,6723.09003744607,6405.0574241349,7.12864747408331,,3805458298857.17,43.8737076505916,1354190000.0
CHN,China,2013,4330548082913.43,4474277400763.55,45.9224093546636,9812516071429.73,9743124247267.24,7.77842954757257,7197.937319496,7147.03518622344,7.06293206554041,,4294334930447.57,44.0755431365052,1363240000.0
CHN,China,2014,4655345596368.92,4836794860984.92,45.3115352657107,10544628617502.6,10674533168257.4,7.46100735778161,7686.37369520403,7781.06597484974,6.78578256558413,,4630649568303.33,43.3803473680085,1371860000.0
CHN,China,2015,4820854761847.03,4820854761847.03,42.7349872564364,11280814787468.9,11280814787468.9,6.98162255562367,8175.33285077393,8175.33285077393,6.36137631292877,4694699581163.45,4694699581163.45,41.6166710438192,1379860000.0
CHN,China,2016,5154510820320.7,4827410068932.43,42.1386166189127,12044942062503.5,11456024084962.0,6.7736886867727,8679.22528805041,8254.86859320357,6.16357090866066,,4706201149285.17,41.0805800894123,1387790000.0
CHN,China,2017,5478798666123.37,5334698476272.63,42.5497375507577,12874987827480.3,12537559062282.9,6.89123916636191,9221.35045639842,8979.67652709856,6.24623915563534,,5192867621329.67,41.4184897995936,1396215000.0
CHN,China,2018,5849150101123.61,6127938860545.8,43.313827489682,13745054545709.3,14147765772963.8,6.757806142324,9798.57890566402,10085.6638148819,6.25969538838069,,5995876333537.23,42.3803760237203,1402760000.0
CHN,China,2019,6090805998907.79,6212755948025.48,42.6695374085222,14579018970009.3,14560167101283.4,6.06737806333672,10356.2924890582,10342.9009524335,5.69178029552671,,6151721422590.08,42.2503490502374,1407745000.0
CHN,China,2020,6346749365942.07,6384329452073.95,42.5723735094229,14920095680400.9,14996414166715.1,2.33950385203023,10573.3794064211,10627.4637989619,2.09618372204399,,6275911069015.95,41.8494114609444,1411100000.0
CHN,China,2021,6598453297619.72,7768896607600.43,42.6822612949312,16198805195731.6,18201698719564.0,8.57038414981781,11469.3174514512,12887.4357242941,8.47352592384939,,7526788365592.98,41.3521203793076,1412360000.0
CHN,China,2022,6786639414758.66,7758145200097.73,42.3554333470499,16706452162504.0,18316765021690.2,3.13385438394069,11830.298767861,12970.6056414327,3.14736528950196,,7552539216090.82,41.2329317275585,1412175000.0
CHN,China,2023,7019896442636.18,7514544752835.9,41.1297102455381,17611274170444.3,18270356654533.2,5.41600334492955,12483.9791101249,12951.1782397043,5.52547619540933,,7391169506259.04,40.4544347218594,1410710000.0
CHN,China,2024,7219703704654.99,7582053246054.77,40.4815134449629,18484494644731.6,18729668435848.0,4.95830378788091,13119.1076099516,13293.1162269366,5.08754856303446,,7426675490111.76,39.6519325237885,1408975000.0
CHN,China,2025,7359864995223.74,,,19401316126585.1,19498039388042.6,4.95994886240992,13793.2056196996,13861.970224368,5.13829164139675,,,,1406585000.0
IND,India,1960,19140866896.839,6639952634.03263,17.9313352864798,136368119594.257,37029883876.1839,,312.777847829868,84.9328084793106,,20546434620.1767,5353005446.77545,14.455906652784,435990338.0
IND,India,1961,18941176758.9841,7557008993.67899,19.2621458307568,141444753583.433,39232435784.0358,3.72274253269822,316.739644665114,87.8538613470205,1.26664879329974,23265575971.9286,6181445807.13581,15.7559572420204,446564729.0
IND,India,1962,21630243039.092,7634420165.48017,18.1075707708237,145590679987.767,42161481858.0819,2.93112773665958,318.381945826526,92.1999583629516,0.518501927079271,24794105762.1935,6731666153.21615,15.9663888851805,457283090.0
IND,India,1963,23234177374.4175,9197965701.2957,18.9954571074823,154317899661.255,48421923459.1235,5.99435326095178,329.64149485279,103.435021262932,3.53649105229069,27682482049.2294,7914280226.80023,16.3444152182043,468138575.0
IND,India,1964,25651422374.6609,11030503757.9538,19.5298284932289,165819135752.835,56480289940.9899,7.45295012232975,346.011883332873,117.856430772855,4.96611887025713,29815769693.2937,9198542725.80273,16.2862880757398,479229598.0
IND,India,1965,28314709554.8912,11945300832.6508,20.0572229945507,161448524536.245,59556105229.0052,-2.63577010985361,329.392574458173,121.50831902883,-4.80310349882166,30774020154.3709,10196075252.5253,17.1201175988915,490140146.0
IND,India,1966,29657868698.1064,8367808593.69787,18.3580138165654,161359197053.707,45581230504.071,-0.0553287698318314,322.241317769904,91.0276950517841,-2.17104368549663,31211598521.5917,7626721604.28187,16.7321538272221,500740247.0
IND,India,1967,28425766714.2094,9123328402.8,18.1975444704354,173987108161.169,50134942204.0,7.82596303033105,340.080025745202,97.9951481214155,5.53582268678396,33228583862.4908,8056085294.0,16.0688033930899,511606372.0
IND,India,1968,27839558813.043,9418554161.2,17.7422497494354,179881668161.044,53085455870.6667,3.38792917600242,344.128288078031,101.556802521195,1.19038521123345,35004082552.8199,8604402264.66667,16.2085869350539,522716889.0
IND,India,1969,30912705348.7812,10310281984.0,17.6400952349903,191645390146.726,58447995017.3333,6.53970029628042,358.966799409582,109.477664384288,4.31191269233454,35027936809.9267,9423982103.86667,16.1237046729693,533880544.0
IND,India,1970,30861536674.6325,11368032257.0667,18.2114387329179,201528983195.205,62422483054.6667,5.15722973608261,369.19248063917,114.35532002008,2.84864261720234,33085056260.6545,9698056143.06667,15.5361588781618,545864268.0
IND,India,1971,33441971180.8212,12933904889.4895,19.2036157433701,204839964092.459,67351404351.833,1.64293038388766,367.033309772096,120.680595539912,-0.58483608965598,36524931296.4122,11170702177.2603,16.5857004538559,558096387.0
